date,slot,row_type,prodcode,prodname,md,bpu,brand,category,UV,PV,cust,ord,qty,rev,h_UV,h_PV,h_cust,h_ord,h_qty,h_rev
2025-07-02,Total,TOTAL, , , , , , ,85,173,3,3,3,460681.818181818,70,89,3,3,3,460681.818181818
2025-07-02,오전,SLOT,DMPA5B303N2,[COOLMAX] 네이비 테이퍼드핏 데님 팬츠,이상희(ray),e-영업1,닥스,남성,33,63,2,2,2,348409.090909091,27,34,2,2,2,348409.090909091
2025-07-02,오후,SLOT,G269XX01214,H에디션 실버(Y) 화이트 진주 비드 목걸이 6mm 40cm 초커형 HL6N31600Y9400,박세미(sm.park),e-영업3,이에르 로르,잡화,52,110,1,1,1,112272.727272727,43,55,1,1,1,112272.727272727
2025-07-03,Total,TOTAL, , , , , , ,243,483,18,18,21,897272.727272727,211,242,16,16,19,833636.363636364
2025-07-03,오전,SLOT,IETS4E501MU,[2PACK] 수피마 반팔 티셔츠 블랙+화이트,허화연(h.hwayeon),e-영업2,일꼬르소,남성,131,237,15,15,18,572727.272727273,117,136,13,13,16,509090.909090909
2025-07-03,오후,SLOT,WSSH4BS05B2,[클리어런스][린넨100%][스테디셀러]블루 긴팔 셔츠,윤여은(yye),e-영업2,헤지스,여성,115,246,3,3,3,324545.454545455,97,106,3,3,3,324545.454545455
2025-07-04,Total,TOTAL, , , , , , ,244,407,3,3,3,426500,181,197,3,3,3,426500
2025-07-04,오전,SLOT,DMTS5B501B1,[워셔블] [닥스훈트] 라이트블루 체크 배색 반팔 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,45,101,1,1,1,122863.636363636,38,42,1,1,1,122863.636363636
2025-07-04,오후,SLOT,WSSH4B503B2,[반값세일][린넨][스테디셀러]블루 체크 반소매 셔츠,윤여은(yye),e-영업2,헤지스,여성,201,306,2,2,2,303636.363636364,145,155,2,2,2,303636.363636364
2025-07-05,Total,TOTAL, , , , , , ,162,377,18,19,33,412681.818181818,154,186,18,19,33,412681.818181818
2025-07-05,오전,SLOT,DMSW5B301T2,터키쉬블루 투톤 조직물 솔리드 라이크 카라넥 스웨터,이상희(ray),e-영업1,닥스,남성,40,68,1,1,1,153772.727272727,36,39,1,1,1,153772.727272727
2025-07-05,오후,SLOT,ESUBXX00019,럭셔리 퍼퓸 샴푸/컨디셔너/바디로션/바디워시 라인 4종 균일가,이슬(slee0821),e-영업4,페르니,뷰티,122,309,17,18,32,258909.090909091,118,147,17,18,32,258909.090909091
2025-07-06,Total,TOTAL, , , , , , ,283,553,6,6,6,692727.272727273,188,221,5,5,5,573636.363636364
2025-07-06,오전,SLOT,WSPA4BC42N2,[클리어런스][스테디셀러]네이비 숏팬츠,윤여은(yye),e-영업2,헤지스,여성,73,133,2,2,2,216363.636363636,59,71,2,2,2,216363.636363636
2025-07-06,오후,SLOT,WSSW4BC36BK,[클리어런스][스테디셀러]블랙 면혼방 반팔카라니트,윤여은(yye),e-영업2,헤지스,여성,213,420,4,4,4,476363.636363636,132,150,3,3,3,357272.727272727
2025-07-07,Total,TOTAL, , , , , , ,75,151,0,0,0,0,58,65,,,,
2025-07-07,오전,SLOT,DLPA4B405E2,[클리어런스]그린 솔리드 면혼방 와이드 풀밴딩팬츠,윤여은(yye),e-영업2,닥스,여성,55,117,0,0,0,0,41,45,,,,
2025-07-07,오후,SLOT,DMPA5B304K1,라이트카키 기능성 치노 하프 팬츠,이상희(ray),e-영업1,닥스,남성,21,34,0,0,0,0,18,20,,,,
2025-07-08,Total,TOTAL, , , , , , ,305,522,8,10,11,1070000,223,257,6,6,6,583636.363636364
2025-07-08,오전,SLOT,WSDR4B408N3,[클리어런스][스테디셀러]네이비 반팔 원피스,윤여은(yye),e-영업2,헤지스,여성,280,474,8,10,11,1070000,203,236,6,6,6,583636.363636364
2025-07-08,오후,SLOT,JNSH5B307N3,[SET UP]  다크네이비 린넨라이크 반팔 셔츠 ,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,25,48,0,0,0,0,20,21,,,,
2025-07-09,Total,TOTAL, , , , , , ,210,394,4,4,4,517563.636363636,162,186,2,2,2,257200
2025-07-09,오전,SLOT,DWPA5B412BK,[품절임박][체형커버] 블랙 여성 린넨라이크 허리밴드 포인트 하프 팬츠,차단비(danbi),e-영업1,더블플래그,골프,46,80,1,1,1,127200,37,43,1,1,1,127200
2025-07-09,오후,SLOT,WSSH4B402B1,[클리어런스][스테디셀러]블루 스트라이프 반팔셔츠,윤여은(yye),e-영업2,헤지스,여성,164,314,3,3,3,390363.636363636,125,143,1,1,1,130000
2025-07-10,Total,TOTAL, , , , , , ,126,232,4,4,4,679418.181818182,95,102,3,3,3,473054.545454545
2025-07-10,오전,SLOT,IEPA5G005BK,[DRY COOL] 밴딩 원 턱 매직 팬츠 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,46,87,1,1,1,60327.2727272727,33,35,1,1,1,60327.2727272727
2025-07-10,오후,SLOT,WSDR4B503N3,[클리어런스][스테디셀러]다크네이비 워싱 반팔데님원피스,윤여은(yye),e-영업2,헤지스,여성,80,145,3,3,3,619090.909090909,62,67,2,2,2,412727.272727273
2025-07-11,Total,TOTAL, , , , , , ,121,238,15,17,22,538200,110,134,15,17,22,538200
2025-07-11,오전,SLOT,DMPA5B302N3,[D-SET UP] 다크네이비 시어서커 치노 팬츠,이상희(ray),e-영업1,닥스,남성,47,78,0,0,0,0,41,48,,,,
2025-07-11,오후,SLOT,ESO4XX00002,[에스테틱앰플](2개)바르는 단백질 로얄 엑소 프로틴 채움앰플 50ml(증정 극강보습 프로틴 밤크림 10g),이슬(slee0821),e-영업4,에끌라두,뷰티,74,160,15,17,22,538200,69,86,15,17,22,538200
2025-07-12,Total,TOTAL, , , , , , ,97,176,3,3,3,477600,83,93,2,2,2,318400
2025-07-12,오전,SLOT,DWJU5B312BK,[품절임박][완판재입고][Cool Light] 블랙 여성 냉감 반집업 베스트,차단비(danbi),e-영업1,더블플래그,골프,64,106,3,3,3,477600,52,57,2,2,2,318400
2025-07-12,오후,SLOT,DLSW4B409BK,[클리어런스]블랙 패턴 자카드 집업 여름 가디건,윤여은(yye),e-영업2,닥스,여성,33,70,0,0,0,0,31,36,,,,
2025-07-13,Total,TOTAL, , , , , , ,42,49,0,0,0,0,40,43,,,,
2025-07-13,오전,SLOT,DMSW5B302N2,네이비 스트라이프 반팔 카라 니트,이상희(ray),e-영업1,닥스,남성,15,16,0,0,0,0,14,15,,,,
2025-07-13,오후,SLOT,DLPA5AE11I1,[가격인하][배기핏]베이지 스트레치 폴리혼방 뒷밴딩 슬림 슬랙스,윤여은(yye),e-영업2,닥스,여성,27,33,0,0,0,0,26,28,,,,
2025-07-14,Total,TOTAL, , , , , , ,117,275,0,0,0,0,92,106,,,,
2025-07-14,오전,SLOT,WKPA4BH30I2,[클리어런스][스테디셀러]베이지 멜란지 밴딩팬츠,윤여은(yye),e-영업2,닥스,여성,81,207,0,0,0,0,66,75,,,,
2025-07-14,오후,SLOT,DLBL4B407BK,[클리어런스][린넨]블랙 솔리드 린넨혼방 7부소매 튤립 블라우스,윤여은(yye),e-영업2,닥스,여성,41,68,0,0,0,0,30,31,,,,
2025-07-15,Total,TOTAL, , , , , , ,183,396,21,21,33,799000,162,199,19,19,31,661818.181818182
2025-07-15,오전,SLOT,WSPA4BC81N2,[클리어런스][스테디셀러]네이비 스티치 면혼방 밴딩데님팬츠,윤여은(yye),e-영업2,헤지스,여성,106,248,2,2,2,238181.818181818,85,104,1,1,1,119090.909090909
2025-07-15,오후,SLOT,ESO4XX00025,[에스테틱앰플]PDRN 살몬DNA 미백 채움앰플(10mlx4ea/앱플 캡 2ea)(26.08),이슬(slee0821),e-영업4,에끌라두,뷰티,78,148,19,19,31,560818.181818182,78,95,18,18,30,542727.272727273
2025-07-16,Total,TOTAL, , , , , , ,32,44,0,0,0,0,18,19,,,,
2025-07-16,오전,SLOT,WKSH4B701N2,[반값세일][스테디셀러]네이비 스트라이프 실크 혼방 5부 소매셔츠,윤여은(yye),e-영업2,닥스,여성,21,33,0,0,0,0,12,13,,,,
2025-07-16,오후,SLOT,DXPA5B411BK,[품절임박][코디만능] 블랙 남성 허리밴드 밑단 그래픽 하프팬츠,차단비(danbi),e-영업1,더블플래그,골프,11,11,0,0,0,0,6,6,,,,
2025-07-17,Total,TOTAL, , , , , , ,194,366,9,9,9,1184636.36363636,161,192,7,7,7,923136.363636364
2025-07-17,오전,SLOT,WKTS4B507E1,[클리어런스][스테디셀러]그린 패턴 반팔티셔츠,윤여은(yye),e-영업2,닥스,여성,121,229,5,5,5,693181.818181818,97,119,4,4,4,554545.454545454
2025-07-17,오후,SLOT,DMPA5B301N2,[D-SET UP] 네이비 냉감 스트레치 치노 팬츠,이상희(ray),e-영업1,닥스,남성,73,137,4,4,4,491454.545454545,64,73,3,3,3,368590.909090909
2025-07-18,Total,TOTAL, , , , , , ,124,237,7,7,7,1052545.45454545,95,106,6,6,6,1022409.09090909
2025-07-18,오전,SLOT,IESW5E501CR,에센셜 카라 반팔 니트 크림,허화연(h.hwayeon),e-영업1,일꼬르소,남성,79,147,5,5,5,148909.090909091,62,67,4,4,4,118772.727272727
2025-07-18,오후,SLOT,0JSH5B208B5,[SET] 원워시드 데님 셋업,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,46,90,2,2,2,903636.363636364,34,39,2,2,2,903636.363636364
2025-07-19,Total,TOTAL, , , , , , ,249,409,2,2,2,216363.636363636,230,251,2,2,2,216363.636363636
2025-07-19,오전,SLOT,DMTS5B304WT,[워셔블] 화이트 기능성 반팔 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,155,241,0,0,0,0,151,165,,,,
2025-07-19,오후,SLOT,WSDR4B301BK,[클리어런스][스테디셀러]블랙 스트랩 면혼방 반팔 카라 롱 원피스,윤여은(yye),e-영업2,헤지스,여성,96,168,2,2,2,216363.636363636,80,86,2,2,2,216363.636363636
2025-07-20,Total,TOTAL, , , , , , ,46,78,0,0,0,0,29,32,,,,
2025-07-20,오전,SLOT,DMSW5B301D1,라이트와인 투톤 조직물 솔리드 라이크 카라넥 스웨터,이상희(ray),e-영업1,닥스,남성,12,16,0,0,0,0,8,8,,,,
2025-07-20,오후,SLOT,DWJU5B312IV,[품절임박][Cool Light] 아이보리 여성 냉감 반집업 베스트,차단비(danbi),e-영업1,더블플래그,골프,34,62,0,0,0,0,21,24,,,,
2025-07-21,Total,TOTAL, , , , , , ,263,450,2,2,2,216363.636363636,191,210,1,1,1,108181.818181818
2025-07-21,오전,SLOT,WSPA4B232I1,[클리어런스][스테디셀러]베이지 면 혼방 밴딩 팬츠,윤여은(yye),e-영업2,헤지스,여성,100,192,2,2,2,216363.636363636,85,95,1,1,1,108181.818181818
2025-07-21,오후,SLOT,HSDR5BS01N2,[가격인하][시어서커]네이비 브이넥 반소매 원피스,윤여은(yye),e-영업1,헤지스,여성,164,258,0,0,0,0,106,115,,,,
2025-07-22,Total,TOTAL, , , , , , ,32,67,0,0,0,0,20,23,,,,
2025-07-22,오전,SLOT,DMTS5B301BK,[워셔블][SORONA] 블랙 삼색 TAPE 포인트 반팔 카라티,이상희(ray),e-영업1,닥스,남성,15,41,0,0,0,0,10,11,,,,
2025-07-22,오후,SLOT,WSPA4BC42N2,[클리어런스][스테디셀러]네이비 숏팬츠,윤여은(yye),e-영업2,헤지스,여성,17,26,0,0,0,0,10,12,,,,
2025-07-23,Total,TOTAL, , , , , , ,85,180,2,2,2,260363.636363636,59,72,1,1,1,130000
2025-07-23,오전,SLOT,DMTS5B304T3,[워셔블] 다크터키쉬블루 기능성 반팔 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,29,62,0,0,0,0,23,26,,,,
2025-07-23,오후,SLOT,WSSH4B402WT,[클리어런스][스테디셀러]화이트 면 반팔셔츠,윤여은(yye),e-영업2,헤지스,여성,57,118,2,2,2,260363.636363636,37,46,1,1,1,130000
2025-07-24,Total,TOTAL, , , , , , ,248,394,1,1,1,275500,137,146,,,,
2025-07-24,오전,SLOT,HSDR5BP60N3,네이비 스트랩 반소매 원피스,윤여은(yye),e-영업1,헤지스,여성,185,296,1,1,1,275500,94,100,,,,
2025-07-24,오후,SLOT,IESH5E401G3,에센셜 반팔 셔츠 다크 그레이,허화연(h.hwayeon),e-영업1,일꼬르소,남성,64,98,0,0,0,0,44,46,,,,
2025-07-25,Total,TOTAL, , , , , , ,332,570,12,14,14,2253018.18181818,199,223,9,11,11,1757636.36363636
2025-07-25,오전,SLOT,G269XX01214,H에디션 실버(Y) 화이트 진주 비드 목걸이 6mm 40cm 초커형 HL6N31600Y9400,박세미(sm.park),e-영업3,이에르 로르,잡화,62,112,1,1,1,106363.636363636,56,64,1,1,1,106363.636363636
2025-07-25,오후,SLOT,HSSH5BP32WT,[면100%]화이트 프릴 장식 반소매 셔츠,윤여은(yye),e-영업1,헤지스,여성,271,458,11,13,13,2146654.54545455,144,159,8,10,10,1651272.72727273
2025-07-26,Total,TOTAL, , , , , , ,180,336,8,9,11,728272.727272727,165,196,7,7,9,490090.909090909
2025-07-26,오전,SLOT,ESO4XX00040,긴급 SOS 구원 크림 시카 밤(장벽크림) 50g&극강보습 바르는 단백질 50ml,이슬(slee0821),e-영업4,에끌라두,뷰티,110,167,7,7,9,490090.909090909,110,127,7,7,9,490090.909090909
2025-07-26,오후,SLOT,WSPA4BC81WT,[클리어런스][스테디셀러]세미와이드핏 화이트 하프 팬츠,윤여은(yye),e-영업2,헤지스,여성,74,169,2,2,2,238181.818181818,59,69,,,,
2025-07-27,Total,TOTAL, , , , , , ,76,152,4,4,4,160909.090909091,66,73,3,3,3,120681.818181818
2025-07-27,오전,SLOT,DMTS5B304BK,[워셔블] 블랙 기능성 반팔 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,32,58,0,0,0,0,31,35,,,,
2025-07-27,오후,SLOT,IEPA5E501G2,메탈 나일론 반바지 그레이,허화연(h.hwayeon),e-영업1,일꼬르소,남성,46,94,4,4,4,160909.090909091,36,38,3,3,3,120681.818181818
2025-07-28,Total,TOTAL, , , , , , ,146,281,1,1,1,108181.818181818,114,131,1,1,1,108181.818181818
2025-07-28,오전,SLOT,WSSH4B308WT,[반값세일][스테디셀러]화이트 스트레치  7부셔츠,윤여은(yye),e-영업2,헤지스,여성,114,228,1,1,1,108181.818181818,91,106,1,1,1,108181.818181818
2025-07-28,오후,SLOT,DMTS5B308N1,[CARVICO] 라이트네이비 깅엄 반팔 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,32,53,0,0,0,0,23,25,,,,
2025-07-29,Total,TOTAL, , , , , , ,67,103,0,0,0,0,56,64,,,,
2025-07-29,오전,SLOT,WSDR4BC36N2,[클리어런스][스테디셀러]네이비 스트랩 면혼방 반팔 카라 원피스,윤여은(yye),e-영업2,헤지스,여성,31,44,0,0,0,0,24,27,,,,
2025-07-29,오후,SLOT,JNTS5C001BK,야자수 프론트 자수 반팔 티셔츠 - 블랙,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,36,59,0,0,0,0,32,37,,,,
2025-07-30,Total,TOTAL, , , , , , ,253,495,9,10,10,681290.909090909,153,176,6,7,7,481163.636363636
2025-07-30,오전,SLOT,DWTS5B991BK,[품절임박][여신핏] 블랙 여성 유니크 로고 반팔 스트라이프 티셔츠,차단비(danbi),e-영업1,더블플래그,골프,72,132,6,6,6,357654.545454545,57,64,4,4,4,238436.363636364
2025-07-30,오후,SLOT,WSTS4B305I2,[클리어런스][스테디셀러]베이지 반팔 카라티,윤여은(yye),e-영업2,헤지스,여성,182,363,3,4,4,323636.363636364,96,112,2,3,3,242727.272727273
2025-07-31,Total,TOTAL, , , , , , ,262,464,5,5,5,565363.636363636,217,257,5,5,5,565363.636363636
2025-07-31,오전,SLOT,WSSH4B503B2,[반값세일][린넨][스테디셀러]블루 체크 반소매 셔츠,윤여은(yye),e-영업2,헤지스,여성,211,357,3,3,3,454090.909090909,169,194,3,3,3,454090.909090909
2025-07-31,오후,SLOT,G269XX01504,H에디션 실버(W) 볼륨 후프 귀걸이 HL6E42603W9XXX,박세미(sm.park),e-영업3,이에르 로르,잡화,54,107,2,2,2,111272.727272727,50,63,2,2,2,111272.727272727
2025-08-01,Total,TOTAL, , , , , , ,125,222,1,1,1,170454.545454545,105,124,1,1,1,170454.545454545
2025-08-01,오전,SLOT,WKTS4BU05N2,[반값세일][스테디셀러]네이비 로고자수 면혼방 반소매카라티셔츠,윤여은(yye),e-영업2,닥스,여성,70,123,0,0,0,0,55,65,,,,
2025-08-01,오후,SLOT,JNTS5B302G2,[BEST] 다크그레이 플라워 프린트 피그먼트 반팔티셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,56,99,1,1,1,170454.545454545,51,59,1,1,1,170454.545454545
2025-08-02,Total,TOTAL, , , , , , ,119,193,5,5,7,388181.818181818,108,117,5,5,7,388181.818181818
2025-08-02,오전,SLOT,ESD5XX00001,[프랑스 더마코스메틱]하이드레이팅 키토산 수분 물광 크림 150ml,이슬(slee0821),e-영업4,뷰티메드,뷰티,99,166,5,5,7,388181.818181818,99,107,5,5,7,388181.818181818
2025-08-02,오후,SLOT,DWJU5B511BK,[품절임박][Cool Light] 블랙 여성 셔링 포인트 라운드넥 베스트,차단비(danbi),e-영업1,더블플래그,골프,21,27,0,0,0,0,10,10,,,,
2025-08-03,Total,TOTAL, , , , , , ,183,353,0,0,0,0,175,204,,,,
2025-08-03,오전,SLOT,G269XX00880,네임 실버(W) 볼드 체인 팔찌 HL5B15536W9,박세미(sm.park),e-영업3,이에르 로르,잡화,168,333,0,0,0,0,164,193,,,,
2025-08-03,오후,SLOT,DMSW5B301T2,터키쉬블루 투톤 조직물 솔리드 라이크 카라넥 스웨터,이상희(ray),e-영업1,닥스,남성,15,20,0,0,0,0,11,11,,,,
2025-08-04,Total,TOTAL, , , , , , ,143,247,0,0,0,0,88,104,,,,
2025-08-04,오전,SLOT,JNSH5B308BK,[SET UP] [Cool Air Micro Dot] 블랙 썸머 마이크로도트 반팔 셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,16,33,0,0,0,0,13,18,,,,
2025-08-04,오후,SLOT,HSDR5BS02K2,[가격인하][면100%]카키 펀칭 포인트 반소매 원피스,윤여은(yye),e-영업1,헤지스,여성,128,214,0,0,0,0,75,86,,,,
2025-08-05,Total,TOTAL, , , , , , ,113,193,4,4,4,484363.636363636,103,118,2,2,2,242181.818181818
2025-08-05,오전,SLOT,G269XX01400,트리플 실버(C) 목걸이 HL3N36635C9600,박세미(sm.park),e-영업3,이에르 로르,잡화,34,77,4,4,4,484363.636363636,28,33,2,2,2,242181.818181818
2025-08-05,오후,SLOT,JNSH5B300N3,네이비 플리츠 세미오버핏 반팔 셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,79,116,0,0,0,0,75,85,,,,
2025-08-06,Total,TOTAL, , , , , , ,133,231,3,4,4,491645.454545455,76,86,,,,
2025-08-06,오전,SLOT,DWTS5B411IV,[품절임박][스마일링] 아이보리 여성 스마일 그래픽 라운드 반팔티,차단비(danbi),e-영업1,더블플래그,골프,74,134,2,3,3,201463.636363636,66,74,,,,
2025-08-06,오후,SLOT,HSDR5B301B3,[데님]딥블루 헤지데님 티어드 반소매 원피스,윤여은(yye),e-영업1,헤지스,여성,60,97,1,1,1,290181.818181818,11,12,,,,
2025-08-07,Total,TOTAL, , , , , , ,76,124,2,2,2,39818.1818181818,72,84,2,2,2,39818.1818181818
2025-08-07,오전,SLOT,JNTS5B302WT,화이트 플라워 프린트 반팔티셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,51,77,0,0,0,0,48,55,,,,
2025-08-07,오후,SLOT,ERA6XX00044,[루나] 롱래스팅 컨실픽싱 쿠션,이슬(slee0821),e-영업4,루나,뷰티,25,47,2,2,2,39818.1818181818,24,29,2,2,2,39818.1818181818
2025-08-08,Total,TOTAL, , , , , , ,112,201,0,0,0,0,104,116,,,,
2025-08-08,오전,SLOT,JNTS5B302CG,[BEST] 차콜 플라워 프린트 피그먼트 반팔티셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,44,72,0,0,0,0,36,38,,,,
2025-08-08,오후,SLOT,G269XX01773,에센스 실버(W) 모이사나이트 더크로스 목걸이 HL4N54411W9900,박세미(sm.park),e-영업3,이에르 로르,잡화,68,129,0,0,0,0,68,78,,,,
2025-08-09,Total,TOTAL, , , , , , ,143,267,1,1,1,154590.909090909,99,116,1,1,1,154590.909090909
2025-08-09,오전,SLOT,HSSH5B513W3,[린넨100%]브라운 반소매 셔츠,윤여은(yye), ,헤지스,여성,135,254,1,1,1,154590.909090909,95,109,1,1,1,154590.909090909
2025-08-09,오후,SLOT,DWHE5E311IV,[품절임박][얼굴소멸] 아이보리 여성 빅로고 고높은 썬캡,차단비(danbi),e-영업1,더블플래그,골프,9,13,0,0,0,0,5,7,,,,
2025-08-10,Total,TOTAL, , , , , , ,78,150,1,1,1,18000,73,85,1,1,1,18000
2025-08-10,오전,SLOT,JNPA5B005B1,[BEST][컬러추가] 스카이블루워싱 데님 스트링 밴딩팬츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,36,87,0,0,0,0,31,40,,,,
2025-08-10,오후,SLOT,F5KQXX00005,1+1 [프랑스 클린뷰티] 펄루신 페이셜 워시 파우더 40g,이슬(slee0821),e-영업4,펄루신,뷰티,42,63,1,1,1,18000,42,45,1,1,1,18000
2025-08-11,Total,TOTAL, , , , , , ,51,111,2,2,2,369881.818181818,44,57,2,2,2,369881.818181818
2025-08-11,오전,SLOT,WKSW4B313IV,[반값세일][스테디셀러]아이보리 스트라이프 면혼방 니트,윤여은(yye),e-영업2,닥스,여성,40,88,1,1,1,227272.727272727,38,50,1,1,1,227272.727272727
2025-08-11,오후,SLOT,DWPA5B311BK,[품절임박]블랙 여성 냉감 밑단 듀얼레터 조거팬츠,차단비(danbi),e-영업1,더블플래그,골프,12,23,1,1,1,142609.090909091,6,7,1,1,1,142609.090909091
2025-08-12,Total,TOTAL, , , , , , ,136,250,1,1,1,484090.909090909,115,130,1,1,1,484090.909090909
2025-08-12,오전,SLOT,HSDR4B412K2,[클리어런스][린넨]카키 스트랩 린넨 셔츠형원피스,윤여은(yye),e-영업2,헤지스,여성,93,163,0,0,0,0,75,81,,,,
2025-08-12,오후,SLOT,0JSH5B208B5,[SET] 원워시드 데님 셋업,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,43,87,1,1,1,484090.909090909,40,49,1,1,1,484090.909090909
2025-08-13,Total,TOTAL, , , , , , ,124,230,0,0,0,0,112,123,,,,
2025-08-13,오전,SLOT,WSSH4B307N2,[반값세일][스테디셀러]네이비 체크 반소매 셔츠,윤여은(yye),e-영업2,헤지스,여성,88,167,0,0,0,0,78,87,,,,
2025-08-13,오후,SLOT,JNTS5B302CG,[BEST] 차콜 플라워 프린트 피그먼트 반팔티셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,36,63,0,0,0,0,34,36,,,,
2025-08-14,Total,TOTAL, , , , , , ,106,193,0,0,0,0,89,101,,,,
2025-08-14,오전,SLOT,WKTS4B507E1,[클리어런스][스테디셀러]그린 패턴 반팔티셔츠,윤여은(yye),e-영업2,닥스,여성,30,50,0,0,0,0,23,30,,,,
2025-08-14,오후,SLOT,WSPA4BC81N2,[클리어런스][스테디셀러]네이비 스티치 면혼방 밴딩데님팬츠,윤여은(yye),e-영업2,헤지스,여성,76,143,0,0,0,0,66,71,,,,
2025-08-15,Total,TOTAL, , , , , , ,131,283,15,15,18,489272.727272727,119,146,14,14,16,434909.090909091
2025-08-15,오전,SLOT,ESO4XX00002,[에스테틱앰플](2개)바르는 단백질 로얄 엑소 프로틴 채움앰플 50ml(증정 극강보습 프로틴 밤크림 10g),이슬(slee0821),e-영업4,에끌라두,뷰티,87,209,15,15,18,489272.727272727,83,107,14,14,16,434909.090909091
2025-08-15,오후,SLOT,JNTS5C002WT,LIBERTY 아트웍 반팔 티셔츠 - 오프화이트,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,45,74,0,0,0,0,37,39,,,,
2025-08-16,Total,TOTAL, , , , , , ,35,48,1,1,1,35454.5454545454,31,35,1,1,1,35454.5454545454
2025-08-16,오전,SLOT,ESO4XX00009,셀 메모리 b12알파 EGF 탄력 흔적 크림 120gX2,이슬(slee0821),e-영업4,에끌라두,뷰티,18,22,1,1,1,35454.5454545454,18,20,1,1,1,35454.5454545454
2025-08-16,오후,SLOT,JNPA5B005B5,[BEST]원워시드 데님 스트링 밴딩팬츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,17,26,0,0,0,0,13,15,,,,
2025-08-17,Total,TOTAL, , , , , , ,120,238,1,1,1,329090.909090909,73,77,1,1,1,329090.909090909
2025-08-17,오전,SLOT,DWTS5B001IV,[품절임박][시그니처] 아이보리 여성 스마일 그래픽 반팔 카라티,차단비(danbi),e-영업1,더블플래그,골프,51,91,0,0,0,0,20,21,,,,
2025-08-17,오후,SLOT,DLDR4BE31I2,[반값세일]베이지 체크 시어서커스트랩 셔츠형 풀오픈 원피스,윤여은(yye),e-영업2,닥스,여성,69,147,1,1,1,329090.909090909,53,56,1,1,1,329090.909090909
2025-08-18,Total,TOTAL, , , , , , ,244,461,8,8,8,1425454.54545455,157,183,5,5,5,960681.818181818
2025-08-18,오전,SLOT,HSDR5BP60N3,네이비 스트랩 반소매 원피스,윤여은(yye),e-영업1,헤지스,여성,186,347,4,4,4,991818.181818182,118,135,3,3,3,743863.636363636
2025-08-18,오후,SLOT,DMPA5B301N2,[D-SET UP] 네이비 냉감 스트레치 치노 팬츠,이상희(ray),e-영업1,닥스,남성,61,114,4,4,4,433636.363636364,41,48,2,2,2,216818.181818182
2025-08-19,Total,TOTAL, , , , , , ,64,147,0,0,0,0,45,48,,,,
2025-08-19,오전,SLOT,DLDR4BE31N2,[반값세일]네이비 체크 시어서커스트랩 셔츠형 풀오픈 원피스,윤여은(yye),e-영업2,닥스,여성,46,116,0,0,0,0,36,37,,,,
2025-08-19,오후,SLOT,DMTS5B303N2,[워셔블] 네이비 기능성 체크 반팔 카라티,이상희(ray),e-영업1,닥스,남성,19,31,0,0,0,0,10,11,,,,
2025-08-20,Total,TOTAL, , , , , , ,220,410,4,4,4,1116181.81818182,175,190,2,2,2,558090.909090909
2025-08-20,오전,SLOT,HSDR5BS01BK,[가격인하][시어서커]블랙 브이넥 반소매 원피스,윤여은(yye),e-영업1,헤지스,여성,194,360,4,4,4,1116181.81818182,157,169,2,2,2,558090.909090909
2025-08-20,오후,SLOT,JNPA5B005B1,[BEST][컬러추가] 스카이블루워싱 데님 스트링 밴딩팬츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,27,50,0,0,0,0,19,21,,,,
2025-08-21,Total,TOTAL, , , , , , ,294,507,3,3,3,316500,239,274,,,,
2025-08-21,오전,SLOT,WSTS4B305WT,[클리어런스][스테디셀러]화이트  면혼방 반팔카라티셔츠,윤여은(yye),e-영업2,헤지스,여성,159,292,2,2,2,161818.181818182,138,156,,,,
2025-08-21,오후,SLOT,HSSW5BL93CR,[가격인하]크림 퍼피 자수 반소매 카라 가디건,윤여은(yye),e-영업1,헤지스,여성,141,215,1,1,1,154681.818181818,105,118,,,,
2025-08-22,Total,TOTAL, , , , , , ,92,175,1,1,1,28363.6363636364,78,96,,,,
2025-08-22,오전,SLOT,G269XX00663,에트레브 14K(C) 듀엣 목걸이 M HL2N09005C4420,박세미(sm.park),e-영업3,이에르 로르,잡화,64,125,0,0,0,0,64,78,,,,
