date,slot,row_type,prodcode,prodname,md,bpu,brand,category,UV,PV,cust,ord,qty,rev,h_UV,h_PV,h_cust,h_ord,h_qty,h_rev
2025-08-22,오후,SLOT,IESW5E501CR,에센셜 카라 반팔 니트 크림,허화연(h.hwayeon),e-영업1,일꼬르소,남성,29,50,1,1,1,28363.6363636364,15,18,,,,
2025-08-23,Total,TOTAL, , , , , , ,47,69,0,0,0,0,36,36,,,,
2025-08-23,오전,SLOT,DWJU5B311IV,[품절임박][AIR Cool] 아이보리 여성 스마일 그래픽 펀칭 후드 베스트,차단비(danbi),e-영업1,더블플래그,골프,15,18,0,0,0,0,11,11,,,,
2025-08-23,오후,SLOT,DLPA4B405E2,[클리어런스]그린 솔리드 면혼방 와이드 풀밴딩팬츠,윤여은(yye),e-영업2,닥스,여성,32,51,0,0,0,0,25,25,,,,
2025-08-24,Total,TOTAL, , , , , , ,125,220,2,2,2,551345.454545454,83,103,1,1,1,275672.727272727
2025-08-24,오전,SLOT,HSDR5A102B2,[가격인하][데님]블루 반소매 오픈 카라 원피스,윤여은(yye),e-영업1,헤지스,여성,103,172,2,2,2,551345.454545454,63,78,1,1,1,275672.727272727
2025-08-24,오후,SLOT,WSPA4BC42N2,[클리어런스][스테디셀러]네이비 숏팬츠,윤여은(yye),e-영업2,헤지스,여성,22,48,0,0,0,0,20,25,,,,
2025-08-25,Total,TOTAL, , , , , , ,79,106,0,0,0,0,27,29,,,,
2025-08-25,오전,SLOT,HSSH5B390U2,[린넨100%]퍼플 깅엄 체크 루즈핏 셔츠,윤여은(yye),e-영업1,헤지스,여성,28,44,0,0,0,0,10,11,,,,
2025-08-25,오후,SLOT,DLSW4D901BK,[클리어런스][SET-UP][울] 블랙 빅체크 라운드넥 가디건,윤여은(yye),e-영업2,닥스,여성,52,62,0,0,0,0,17,18,,,,
2025-08-26,Total,TOTAL, , , , , , ,41,71,0,0,0,0,20,20,,,,
2025-08-26,오전,SLOT,JNSH5B208B5,[BEST] 원워시드 데님 반팔 셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,9,12,0,0,0,0,6,6,,,,
2025-08-26,오후,SLOT,WSSH4B307N3,[반값세일][스테디셀러]다크네이비 패턴 반소매 셔츠,윤여은(yye),e-영업2,헤지스,여성,32,59,0,0,0,0,14,14,,,,
2025-08-27,Total,TOTAL, , , , , , ,50,76,0,0,0,0,22,24,,,,
2025-08-27,오전,SLOT,HSDR5BS02K2,[가격인하][면100%]카키 펀칭 포인트 반소매 원피스,윤여은(yye),e-영업1,헤지스,여성,27,36,0,0,0,0,10,11,,,,
2025-08-27,오후,SLOT,DLJA4B417N3,[클리어런스]네이비 솔리드 울혼방 슬림 반팔 자켓,윤여은(yye),e-영업2,닥스,여성,23,40,0,0,0,0,12,13,,,,
2025-08-28,Total,TOTAL, , , , , , ,68,108,1,1,1,45454.5454545454,16,20,1,1,1,45454.5454545454
2025-08-28,오전,SLOT,HSSH5BP32WT,[면100%]화이트 프릴 장식 반소매 셔츠,윤여은(yye),e-영업1,헤지스,여성,51,67,0,0,0,0,13,15,,,,
2025-08-28,오후,SLOT,WSTS4BC37OW,[반값세일][스테디셀러]오프화이트 스트라이프 면 민소매티셔츠,윤여은(yye),e-영업2,헤지스,여성,18,41,1,1,1,45454.5454545454,4,5,1,1,1,45454.5454545454
2025-08-29,Total,TOTAL, , , , , , ,23,55,0,0,0,0,11,12,,,,
2025-08-29,오전,SLOT,WKPA4B509I1,[반값세일][스테디셀러] 라이트 베이지 밴딩 팬츠,윤여은(yye),e-영업2,닥스,여성,18,44,0,0,0,0,9,10,,,,
2025-08-29,오후,SLOT,JNTS5C002K2,LIBERTY 아트웍 반팔 티셔츠 - 카키,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,5,11,0,0,0,0,2,2,,,,
2025-08-30,Total,TOTAL, , , , , , ,35,53,2,2,3,152727.272727273,32,34,2,2,3,152727.272727273
2025-08-30,오전,SLOT,EGGJXX00018,[임박 제품] 오쏘몰 바이탈 F 30일분 (유통기한 2025년 11월 21일) + 쇼핑백 증정,윤미리(lily.yun),e-영업4,오쏘몰,리빙,22,39,2,2,3,152727.272727273,21,23,2,2,3,152727.272727273
2025-08-30,오후,SLOT,G269XX01400,트리플 실버(C) 목걸이 HL3N36635C9600,박세미(sm.park),e-영업3,이에르 로르,잡화,13,14,0,0,0,0,11,11,,,,
2025-08-31,Total,TOTAL, , , , , , ,28,47,0,0,0,0,23,27,,,,
2025-08-31,오전,SLOT,DMTS5C501E3,[닥스훈트] 다크그린 체크 플라켓 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,6,14,0,0,0,0,3,5,,,,
2025-08-31,오후,SLOT,HSSH5B307N2,네이비 반소매 카라 블라우스,윤여은(yye),e-영업1,헤지스,여성,22,33,0,0,0,0,20,22,,,,
2025-09-01,Total,TOTAL, , , , , , ,188,324,5,5,5,1158109.09090909,115,138,3,3,3,433200
2025-09-01,오전,SLOT,HSSH5B390U2,[린넨100%]퍼플 깅엄 체크 루즈핏 셔츠,윤여은(yye),e-영업1,헤지스,여성,111,193,3,3,3,433200,79,91,3,3,3,433200
2025-09-01,오후,SLOT,DLSW4D901BK,[클리어런스][SET-UP][울] 블랙 빅체크 라운드넥 가디건,윤여은(yye),e-영업2,닥스,여성,78,131,2,2,2,724909.090909091,37,47,,,,
2025-09-02,Total,TOTAL, , , , , , ,145,238,0,0,0,0,114,122,,,,
2025-09-02,오전,SLOT,JNSH5B208B5,[BEST] 원워시드 데님 반팔 셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,26,33,0,0,0,0,17,17,,,,
2025-09-02,오후,SLOT,WSSH4B307N3,[반값세일][스테디셀러]다크네이비 패턴 반소매 셔츠,윤여은(yye),e-영업2,헤지스,여성,120,205,0,0,0,0,98,105,,,,
2025-09-03,Total,TOTAL, , , , , , ,189,348,2,2,2,574500,155,179,1,1,1,279045.454545455
2025-09-03,오전,SLOT,HSDR5BS02K2,[가격인하][면100%]카키 펀칭 포인트 반소매 원피스,윤여은(yye),e-영업1,헤지스,여성,135,249,1,1,1,279045.454545455,110,124,1,1,1,279045.454545455
2025-09-03,오후,SLOT,DLJA4B417N3,[클리어런스]네이비 솔리드 울혼방 슬림 반팔 자켓,윤여은(yye),e-영업2,닥스,여성,58,99,1,1,1,295454.545454545,48,55,,,,
2025-09-04,Total,TOTAL, , , , , , ,375,677,10,10,10,1277254.54545455,312,365,7,7,7,906545.454545454
2025-09-04,오전,SLOT,HSSH5BP32WT,[면100%]화이트 프릴 장식 반소매 셔츠,윤여은(yye),e-영업1,헤지스,여성,309,519,7,7,7,1155890.90909091,258,295,5,5,5,825636.363636364
2025-09-04,오후,SLOT,WSTS4BC37OW,[반값세일][스테디셀러]오프화이트 스트라이프 면 민소매티셔츠,윤여은(yye),e-영업2,헤지스,여성,71,158,3,3,3,121363.636363636,58,70,2,2,2,80909.0909090909
2025-09-05,Total,TOTAL, , , , , , ,77,143,0,0,0,0,68,79,,,,
2025-09-05,오전,SLOT,WKPA4B509I1,[반값세일][스테디셀러] 라이트 베이지 밴딩 팬츠,윤여은(yye),e-영업2,닥스,여성,59,120,0,0,0,0,53,62,,,,
2025-09-05,오후,SLOT,JNTS5C002K2,LIBERTY 아트웍 반팔 티셔츠 - 카키,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,18,23,0,0,0,0,15,17,,,,
2025-09-06,Total,TOTAL, , , , , , ,61,85,0,0,0,0,57,66,,,,
2025-09-06,오전,SLOT,ERDVXX00025,[리뉴얼][작은얼굴 선물세트] 약손명가 리프팅밴드 PRO 1Box + 리프팅패치 2Box 골기프로그램 탄력 이중턱 브이밴드,이슬(slee0821),e-영업4,약손명가 헬스케어,뷰티,31,40,0,0,0,0,31,36,,,,
2025-09-06,오후,SLOT,G269XX01400,트리플 실버(C) 목걸이 HL3N36635C9600,박세미(sm.park),e-영업3,이에르 로르,잡화,30,45,0,0,0,0,26,30,,,,
2025-09-07,Total,TOTAL, , , , , , ,116,186,0,0,0,0,102,114,,,,
2025-09-07,오전,SLOT,DMTS5C501E3,[닥스훈트] 다크그린 체크 플라켓 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,22,43,0,0,0,0,20,22,,,,
2025-09-07,오후,SLOT,HSSH5B307N2,네이비 반소매 카라 블라우스,윤여은(yye),e-영업2,헤지스,여성,95,143,0,0,0,0,83,92,,,,
2025-09-08,Total,TOTAL, , , , , , ,161,248,2,2,2,125454.545454545,127,139,,,,
2025-09-08,오전,SLOT,JNJU5C103B5,논페이드 데님 셋업 트러커 자켓 - 스틸블루,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,52,72,0,0,0,0,49,55,,,,
2025-09-08,오후,SLOT,HSTS4DL04BK,[클리어런스] 블랙 스트라이프 하프넥 긴소매 티셔츠,윤여은(yye),e-영업2,헤지스,여성,110,176,2,2,2,125454.545454545,79,84,,,,
2025-09-09,Total,TOTAL, , , , , , ,115,184,7,7,7,220545.454545455,101,114,7,7,7,220545.454545455
2025-09-09,오전,SLOT,DWTS5B311BK,[품절임박][Hard Cool] 블랙 여성 냉감 스윙핏 반팔 카라티,차단비(danbi),e-영업1,더블플래그,골프,77,125,1,1,1,101090.909090909,68,76,1,1,1,101090.909090909
2025-09-09,오후,SLOT,DT06XX00126,[산뜻수분크림] 히알루론 모이스춰 수분크림 100ml 3입,이슬(slee0821),e-영업4,일리윤,뷰티,38,59,6,6,6,119454.545454545,33,38,6,6,6,119454.545454545
2025-09-10,Total,TOTAL, , , , , , ,81,161,0,0,0,0,80,93,,,,
2025-09-10,오전,SLOT,HSJU5AC11IV,[퀼팅]아이보리 클래식 하프 퀼팅 점퍼,윤여은(yye),e-영업2,헤지스,여성,61,107,0,0,0,0,61,69,,,,
2025-09-10,오후,SLOT,HSJA4B491N2,[클리어런스][린넨]네이비솔리드린넨라이크반팔자켓,윤여은(yye),e-영업2,헤지스,여성,23,54,0,0,0,0,22,24,,,,
2025-09-11,Total,TOTAL, , , , , , ,142,261,3,3,3,188181.818181818,103,118,1,1,1,62727.2727272727
2025-09-11,오전,SLOT,HSTS4DL04CR,[클리어런스] 크림 스트라이프 하프넥 긴소매 티셔츠,윤여은(yye),e-영업2,헤지스,여성,96,177,3,3,3,188181.818181818,63,73,1,1,1,62727.2727272727
2025-09-11,오후,SLOT,DLDR4B507I1,[클리어런스]베이지 코튼혼방 스티치장식 셔츠형 원피스,윤여은(yye),e-영업2,닥스,여성,46,84,0,0,0,0,40,45,,,,
2025-09-12,Total,TOTAL, , , , , , ,83,159,3,3,3,522818.181818182,69,79,3,3,3,522818.181818182
2025-09-12,오전,SLOT,HSSW4DC03V2,[클리어런스][캐시미어100%] 바이올렛 라운드넥 가디건,윤여은(yye),e-영업2,헤지스,여성,78,143,2,2,2,505454.545454545,64,72,2,2,2,505454.545454545
2025-09-12,오후,SLOT,F5I7XX00113,온더바디 코튼풋 발을씻자 풋샴푸 리필 500ml*3개 택1,이슬(slee0821),e-영업4,온더바디,뷰티,7,16,1,1,1,17363.6363636364,7,7,1,1,1,17363.6363636364
2025-09-13,Total,TOTAL, , , , , , ,116,254,1,1,1,178600,96,116,1,1,1,178600
2025-09-13,오전,SLOT,DLSW4D995I3,[클리어런스][캐시미어] 다크베이지 멜란지 루즈핏 하프넥 스웨터,윤여은(yye),e-영업2,닥스,여성,46,100,0,0,0,0,42,50,,,,
2025-09-13,오후,SLOT,DWSW5D613D3,[품절임박][CLASSY] 와인 여성 플래그 그래픽 포인트 긴팔 가디건,차단비(danbi),e-영업1,더블플래그,골프,70,154,1,1,1,178600,54,66,1,1,1,178600
2025-09-14,Total,TOTAL, , , , , , ,33,49,0,0,0,0,30,35,,,,
2025-09-14,오전,SLOT,0RTS5E401BK,[SET] 미니멀 반팔 티셔츠 블랙/콘크리트그레이,허화연(h.hwayeon),e-영업1,일꼬르소,남성,17,28,0,0,0,0,16,18,,,,
2025-09-14,오후,SLOT,0MST5A901N3,다크네이비 울 블렌드 비즈니스 셋업(Relax FIt),이상희(ray),e-영업1,마에스트로,남성,17,21,0,0,0,0,15,17,,,,
2025-09-15,Total,TOTAL, , , , , , ,207,579,32,38,49,4677272.72727273,160,216,29,33,44,4200000
2025-09-15,오전,SLOT,WSSW4DC87IV,[클리어런스][스테디셀러][울100%] 아이보리 케이블 브이넥 스웨터,윤여은(yye),e-영업2,헤지스,여성,99,178,0,0,0,0,70,76,,,,
2025-09-15,오후,SLOT,K216XX00669,[추가다운로드쿠폰] 자음 2종세트 (자음수150ml + 자음유액125ml)+증정,이슬(slee0821),e-영업4,설화수,뷰티,110,401,32,38,49,4677272.72727273,92,140,29,33,44,4200000
2025-09-16,Total,TOTAL, , , , , , ,48,86,0,0,0,0,39,40,,,,
2025-09-16,오전,SLOT,DMPA5B303G2,[COOLMAX] 그레이 테이퍼드핏 데님 팬츠,이상희(ray),e-영업1,닥스,남성,34,60,0,0,0,0,32,33,,,,
2025-09-16,오후,SLOT,DLTS5BP22N3,[SET][플리츠]네이비 빅 체크 긴소매 티셔츠(탑&스카프 2P 구성),윤여은(yye),e-영업1,닥스,여성,14,26,0,0,0,0,7,7,,,,
2025-09-17,Total,TOTAL, , , , , , ,117,243,2,2,2,146545.454545455,75,98,2,2,2,146545.454545455
2025-09-17,오전,SLOT,WSSH4BC21BK,[클리어런스][스테디셀러]블랙  면혼방 긴팔셔츠,윤여은(yye),e-영업2,헤지스,여성,89,196,2,2,2,146545.454545455,59,75,2,2,2,146545.454545455
2025-09-17,오후,SLOT,DLJA5B305W3,[가격인하][린넨]브라운 스트레치 싱글버튼 테일러드 자켓,윤여은(yye),e-영업2,닥스,여성,30,47,0,0,0,0,18,23,,,,
2025-09-18,Total,TOTAL, , , , , , ,54,89,0,0,0,0,37,43,,,,
2025-09-18,오전,SLOT,DWSW5D711IV,[품절임박][Soft Warm] 아이보리 여성 플래그 로열 컬러 포인트 긴팔 가디건,차단비(danbi),e-영업1,더블플래그,골프,14,14,0,0,0,0,11,11,,,,
2025-09-18,오후,SLOT,WKJU4BE31N2,[반값세일][스테디셀러]네이비 체크 긴소매점퍼,윤여은(yye),e-영업2,닥스,여성,40,75,0,0,0,0,26,32,,,,
2025-09-19,Total,TOTAL, , , , , , ,113,199,3,3,3,293145.454545455,70,81,2,2,2,114545.454545455
2025-09-19,오전,SLOT,G269XX01748,트래블 주얼리 파우치 SET_베이지 HL0P53027BIXXX,박세미(sm.park),e-영업3,이에르 로르,잡화,57,105,2,2,2,114545.454545455,54,63,2,2,2,114545.454545455
2025-09-19,오후,SLOT,DWSW5D613N3,[완판재입고][CLASSY] 네이비 여성 플래그 그래픽 포인트 긴팔 가디건,차단비(danbi),e-영업1,더블플래그,골프,57,94,1,1,1,178600,16,18,,,,
2025-09-20,Total,TOTAL, , , , , , ,60,101,0,0,0,0,50,54,,,,
2025-09-20,오전,SLOT,DLTS5BP21C2,[SET][플리츠]코랄 그라데이션 체크 배색 7부 티셔츠(탑&스카프 2P 구성),윤여은(yye),e-영업1,닥스,여성,30,54,0,0,0,0,26,29,,,,
2025-09-20,오후,SLOT,DMJU5D301N3,다크네이비 스탠카라 경량 구스다운 점퍼,이상희(ray),e-영업1,닥스,남성,30,47,0,0,0,0,24,25,,,,
2025-09-21,Total,TOTAL, , , , , , ,79,156,16,18,36,324000,68,81,15,16,28,252000
2025-09-21,오전,SLOT,ESO4XX00015,골든 샌달우드 리프팅&림프순환 빗괄사 (이데베논 앰플샷 1회분),이슬(slee0821),e-영업4,에끌라두,뷰티,55,114,16,18,36,324000,53,64,15,16,28,252000
2025-09-21,오후,SLOT,DMTS5C301N2,네이비 체크 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,25,42,0,0,0,0,16,17,,,,
2025-09-22,Total,TOTAL, , , , , , ,168,376,19,22,25,2380000,150,183,16,18,21,1998181.81818182
2025-09-22,오전,SLOT,WSSW4A803BK,[클리어런스][울100%][스테디셀러]블랙 가디건,윤여은(yye),e-영업2,헤지스,여성,106,170,1,1,1,89090.9090909091,100,113,1,1,1,89090.9090909091
2025-09-22,오후,SLOT,K216XX00644,[추가다운로드쿠폰] 윤조에센스 90ml 단품기획세트+증정,이슬(slee0821),e-영업4,설화수,뷰티,62,206,18,21,24,2290909.09090909,50,70,15,17,20,1909090.90909091
2025-09-23,Total,TOTAL, , , , , , ,145,339,2,2,2,316500,110,126,2,2,2,316500
2025-09-23,오전,SLOT,DMTS5D501N3,[닥스훈트] 다크네이비 헤링본 체크카라 티셔츠,이상희(ray),e-영업1,닥스,남성,15,27,1,1,1,153772.727272727,12,17,1,1,1,153772.727272727
2025-09-23,오후,SLOT,WSJA4B202N2,[반값세일][스테디셀러]네이비 리넨 혼방 자켓,윤여은(yye),e-영업2,헤지스,여성,130,312,1,1,1,162727.272727273,98,109,1,1,1,162727.272727273
2025-09-24,Total,TOTAL, , , , , , ,139,231,1,1,1,353181.818181818,74,84,,,,
2025-09-24,오전,SLOT,DMPA5C303B2,[인기재입고] 블루 스트레이트핏 데님 팬츠,이상희(ray),e-영업1,닥스,남성,50,91,0,0,0,0,37,41,,,,
2025-09-24,오후,SLOT,DLDR5BI11BK,[가격인하]블랙 버튼 포인트 벨티드 긴소매 원피스,윤여은(yye),e-영업1,닥스,여성,90,140,1,1,1,353181.818181818,38,43,,,,
2025-09-25,Total,TOTAL, , , , , , ,186,524,33,37,37,5287272.72727273,124,161,25,27,27,3919090.90909091
2025-09-25,오전,SLOT,K216XX00668,[추가다운로드쿠폰] 탄력 3종 세트 (자음수 150ml + 자음유액 125ml + 탄력크림50ml)+증정,이슬(slee0821),e-영업4,설화수,뷰티,96,383,32,36,36,4925454.54545454,73,99,24,26,26,3557272.72727273
2025-09-25,오후,SLOT,DLSW4D901BK,[클리어런스][SET-UP][울] 블랙 빅체크 라운드넥 가디건,윤여은(yye),e-영업2,닥스,여성,95,141,1,1,1,361818.181818182,55,62,1,1,1,361818.181818182
2025-09-26,Total,TOTAL, , , , , , ,29,41,0,0,0,0,21,26,,,,
2025-09-26,오전,SLOT,DWJU5B311IV,[품절임박][AIR Cool] 아이보리 여성 스마일 그래픽 펀칭 후드 베스트,차단비(danbi),e-영업1,더블플래그,골프,15,20,0,0,0,0,8,9,,,,
2025-09-26,오후,SLOT,1DJA5B201BK,[자켓&팬츠 SET][Royal British] 블랙 울혼방 테일러드 자켓 & 트윌조직 일자핏 뒷밴딩 슬랙스,윤여은(yye),e-영업1,닥스,여성,14,21,0,0,0,0,13,17,,,,
2025-09-27,Total,TOTAL, , , , , , ,57,127,7,7,7,549963.636363636,49,59,4,4,4,72363.6363636364
2025-09-27,오전,SLOT,DWSK5D611I2,[품절임박][Skants] 체크 베이지 여성 허리 밴딩 플리츠 스칸트(스커트 팬츠),차단비(danbi),e-영업1,더블플래그,골프,37,93,3,3,3,477600,29,37,,,,
2025-09-27,오후,SLOT,F6AZXX00027,[치아미백](3개) 식약처인증 기능성 화이트닝 치약 100g + 바스칫솔 1개 증정,이슬(slee0821),e-영업4,닥터하이얀,뷰티,20,34,4,4,4,72363.6363636364,20,22,4,4,4,72363.6363636364
2025-09-28,Total,TOTAL, , , , , , ,159,339,7,9,9,1381090.90909091,120,138,4,4,4,608363.636363636
2025-09-28,오전,SLOT,DWPA4D611BK,[품절임박] 블랙 여성 벨크로 듀얼레터 조거팬츠,차단비(danbi),e-영업1,더블플래그,골프,39,68,1,1,1,144727.272727273,35,39,1,1,1,144727.272727273
2025-09-28,오후,SLOT,WSJA4B791BK,[클리어런스][스테디셀러]블랙 울혼방 긴팔자켓,윤여은(yye),e-영업2,헤지스,여성,121,271,6,8,8,1236363.63636364,86,99,3,3,3,463636.363636364
2025-09-29,Total,TOTAL, , , , , , ,127,243,0,0,0,0,99,116,,,,
2025-09-29,오전,SLOT,WSSW4DC94D2,[클리어런스][스테디셀러][울100%] 버건디 라운드넥 케이블 가디건,윤여은(yye),e-영업2,헤지스,여성,112,215,0,0,0,0,85,96,,,,
2025-09-29,오후,SLOT,HSJA5B393BK,[가격인하][SET-UP]블랙 폴리혼방 싱글버튼 자켓,윤여은(yye),e-영업2,헤지스,여성,17,28,0,0,0,0,16,20,,,,
2025-09-30,Total,TOTAL, , , , , , ,156,252,3,3,3,461318.181818182,55,66,1,1,1,153772.727272727
2025-09-30,오전,SLOT,DLTS5B391N2,[SET]네이비 골지 체크 배색 7부 셔츠&민소매 티셔츠,윤여은(yye),e-영업1,닥스,여성,67,124,0,0,0,0,42,49,,,,
2025-09-30,오후,SLOT,DMTS5D501CG,[닥스훈트] 차콜그레이 헤링본 체크카라 티셔츠,이상희(ray),e-영업1,닥스,남성,91,128,3,3,3,461318.181818182,14,17,1,1,1,153772.727272727
2025-10-01,Total,TOTAL, , , , , , ,110,180,2,2,2,275590.909090909,74,87,1,1,1,153772.727272727
2025-10-01,오전,SLOT,HSSK4DP81CM,[클리어런스][울] 카멜 플리츠 스커트,윤여은(yye),e-영업2,헤지스,여성,77,121,1,1,1,121818.181818182,61,70,,,,
2025-10-01,오후,SLOT,DMSW5D501I2,[워셔블] 베이지 메리노 울100% 카라넥 스웨터,이상희(ray),e-영업1,닥스,남성,34,59,1,1,1,153772.727272727,14,17,1,1,1,153772.727272727
2025-10-02,Total,TOTAL, , , , , , ,54,98,1,1,1,760909.090909091,42,48,,,,
2025-10-02,오전,SLOT,DLCO4DE81BK,[클리어런스]블랙 클래식 더블버튼 롱 트렌치 코트(탈착 베스트),윤여은(yye),e-영업2,닥스,여성,25,56,1,1,1,760909.090909091,19,21,,,,
2025-10-02,오후,SLOT,WKJU4BE21B1,[반값세일][스테디셀러]블루 탈착후드 체크 패턴 긴소매점퍼,윤여은(yye),e-영업2,닥스,여성,29,42,0,0,0,0,23,27,,,,
2025-10-03,Total,TOTAL, , , , , , ,98,212,1,2,2,277272.727272727,74,88,1,2,2,277272.727272727
2025-10-03,오전,SLOT,HSSH5A103B2,[가격인하][데님]블루 에센셜 긴소매 셔츠,윤여은(yye),e-영업2,헤지스,여성,82,191,1,2,2,277272.727272727,63,76,1,2,2,277272.727272727
2025-10-03,오후,SLOT,DMJU5D301G3,다크그레이 스탠카라 경량 구스다운 점퍼,이상희(ray),e-영업1,닥스,남성,16,21,0,0,0,0,11,12,,,,
2025-10-04,Total,TOTAL, , , , , , ,71,147,0,0,0,0,52,59,,,,
2025-10-04,오전,SLOT,DWSW5D613D3,[품절임박][CLASSY] 와인 여성 플래그 그래픽 포인트 긴팔 가디건,차단비(danbi),e-영업1,더블플래그,골프,18,28,0,0,0,0,13,15,,,,
2025-10-04,오후,SLOT,HSJU5BC21N2,네이비 탈착 후드 야상 하프 점퍼,윤여은(yye),e-영업2,헤지스,여성,53,119,0,0,0,0,39,44,,,,
2025-10-05,Total,TOTAL, , , , , , ,99,156,1,2,2,178363.636363636,73,82,,,,
2025-10-05,오전,SLOT,DLCO4DE85N2,[클리어런스]네이비 체크 이중지 하프 맥트렌치 코트(탈착 베스트),윤여은(yye),e-영업2,닥스,여성,27,39,0,0,0,0,22,24,,,,
2025-10-05,오후,SLOT,IESW5F102CG,텍스쳐 라운드넥 가디건 차콜 그레이,허화연(h.hwayeon),e-영업1,일꼬르소,남성,74,117,1,2,2,178363.636363636,52,58,,,,
2025-10-06,Total,TOTAL, , , , , , ,335,604,5,5,5,977272.727272727,248,303,5,5,5,977272.727272727
2025-10-06,오전,SLOT,WSJA4A104BK,[클리어런스][스테디셀러]블랙 짜임 면혼방 트위드자켓,윤여은(yye),e-영업2,헤지스,여성,88,179,5,5,5,977272.727272727,67,78,5,5,5,977272.727272727
2025-10-06,오후,SLOT,WSJA4D206CM,[클리어런스][스테디셀러][스웨이드] 카멜 스웨이드 자켓,윤여은(yye),e-영업2,헤지스,여성,253,425,0,0,0,0,186,225,,,,
2025-10-07,Total,TOTAL, , , , , , ,98,160,0,0,0,0,86,96,,,,
2025-10-07,오전,SLOT,DMSH5C501B2,[닥스훈트] 블루 옥스포드 셔츠,이상희(ray),e-영업1,닥스,남성,36,48,0,0,0,0,33,37,,,,
2025-10-07,오후,SLOT,DLJU4D994BK,[클리어런스][구스다운][리버시블] 블랙 체크 배색 프리미엄 롱 경량다운 점퍼,윤여은(yye),e-영업2,닥스,여성,63,112,0,0,0,0,54,59,,,,
2025-10-08,Total,TOTAL, , , , , , ,38,71,0,0,0,0,32,39,,,,
2025-10-08,오전,SLOT,WSSH4BC21WT,[클리어런스][스테디셀러]화이트  면혼방 긴팔셔츠,윤여은(yye),e-영업2,헤지스,여성,29,47,0,0,0,0,27,32,,,,
2025-10-08,오후,SLOT,JNPA5D001B2,[ORDINARY-FIT] 데님 팬츠 - 블루,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,10,24,0,0,0,0,6,7,,,,
